Date,địa chỉ,mặt tiền,đường vào,số tầng,số phòng  ngủ,số phòng toilet,m^2,price
09/10/2021,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",5,5,1,2,2,25,62 triệu/m²
09/10/2021,"Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội",4,3,4,3,3,40,95 triệu/m²
09/10/2021,"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4,3,6,4,5,47,109.6 triệu/m²
09/10/2021,"Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",,,3,3,4,193,31.1 triệu/m²
09/10/2021,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",4,4,6,3,4,44,131.8 triệu/m²
01/10/2021,"Đường Nguyễn Du, Phường Bình Hòa, Thuận An, Bình Dương",5,12,,5,,100,26 triệu/m²
09/10/2021,"279, Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",5,,4,4,4,60,88.3 triệu/m²
01/10/2021,"Đường Bình Hòa 24, Phường Bình Hòa, Thuận An, Bình Dương",5,12,,8,8,88,33 triệu/m²
09/10/2021,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",4,5,5,5,4,48,116.7 triệu/m²
09/10/2021,"Đường Bàu Năng 3, Quận Liên Chiểu, Đà Nẵng",,7.5,3,4,4,90,68.9 triệu/m²
09/10/2021,"401/17 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",5,20,4,3,4,105.1,171.3 triệu/m²
09/10/2021,"Phường Thượng Thanh, Long Biên, Hà Nội",6.6,2,4,3,3,31,82.3 triệu/m²
09/10/2021,"Đường Giải Phóng, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",,5,4,4,4,46,116.3 triệu/m²
09/10/2021,"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",12,10,2,5,,250,74 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",4,17,4,3,,65,376.9 triệu/m²
09/10/2021,"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",,50,4,6,4,64,217.2 triệu/m²
09/10/2021,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,,2,3,2,72,62.5 triệu/m²
09/10/2021,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",4.1,4,5,3,4,35,95.7 triệu/m²
09/10/2021,"Dự án The Diamond Point, Quận Long Biên, Hà Nội",,12,4,5,4,102,13.7 tỷ
09/10/2021,"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",4,4,4,3,2,40,92 triệu/m²
09/10/2021,"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",4,4,4,3,2,40,92 triệu/m²
09/10/2021,"Phố Láng Hạ, Đống Đa, Hà Nội",5,5,5,8,5,70,254.3 triệu/m²
06/10/2021,"Dự án Văn Khê, Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội",5,18,5,4,,82.5,94.5 triệu/m²
09/10/2021,"Phường An Thới, Phú Quốc, Kiên Giang",15,30,3,4,5,216,83.3 triệu/m²
06/10/2021,"Dự án KĐT Văn Phú, Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",4.5,18,5,4,,90,90 triệu/m²
06/10/2021,"Dự án Làng Việt Kiều Châu Âu Euroland, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",,12,4,4,4,68,84.6 triệu/m²
09/10/2021,"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",3,,6,3,3,30,100 triệu/m²
09/10/2021,"Dự án Lucasta Villa, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10,,3,4,5,175,97.1 triệu/m²
09/10/2021,"Dự án Swan Bay, Xã Đại Phước, Nhơn Trạch, Đồng Nai",,16,3,,,160,45 triệu/m²
09/10/2021,"Ngõ 38, Phố Trần Quý Kiên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",4.5,5,5,5,6,40,190 triệu/m²
09/10/2021,"Nam Từ Liêm, Hà Nội",6,7,6,4,6,65,212.3 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4,6,5,6,6,50,134 triệu/m²
09/10/2021,"Đường 402, Tân Uyên, Bình Dương",5,200,1,3,2,125,12.4 triệu/m²
09/10/2021,"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",5,7.5,6,10,10,90,150 triệu/m²
09/10/2021,"Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",,2.5,4,4,3,37,77 triệu/m²
09/10/2021,"Phố Phan Văn Trường, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",6,5,6,7,7,60,208.3 triệu/m²
09/10/2021,"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng.",4.5,5.5,5,9,10,92,127.2 triệu/m²
09/10/2021,"Đường Nguyễn Khoa, Phường Cẩm Nam, Hội An, Quảng Nam",6,5,4,4,4,102,51 triệu/m²
03/10/2021,"Nàng Hương, ngõ 583, Đường Nguyễn Trãi, Phường Văn Quán, Hà Đông, Hà Nội",9.6,20,4,5,5,179,139.7 triệu/m²
09/10/2021,"Đường Nguyễn Hoàng, Phường Hải Châu II, Hải Châu, Đà Nẵng",4.71,,4,3,,46,181.5 triệu/m²
09/10/2021,"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",4.5,5.5,6,10,11,90,150 triệu/m²
09/10/2021,"Đường Phạm Thận Duật, Phường Mai Dịch, Cầu Giấy, Hà Nội",,10,5,4,,46,256.5 triệu/m²
01/10/2021,"Đường Nguyễn Bặc, Phường 3, Tân Bình, Hồ Chí Minh",4,6,3,4,4,52,157.7 triệu/m²
01/10/2021,Đường Bàu Cát 1 - Phường 14 - Tân Bình - Hồ Chí Minh,5,10,3,3,3,70,192.9 triệu/m²
01/10/2021,Đường Bàu Cát 1 - Phường 14 - Tân Bình - Hồ Chí Minh,5,10,3,3,3,70,192.9 triệu/m²
01/10/2021,"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",4.2,8,1,1,1,80,153.8 triệu/m²
01/10/2021,"Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh",5,10,4,4,5,85,147.1 triệu/m²
09/10/2021,"Đường Đằng Hải, Phường  Đằng Hải, Hải An, Hải Phòng",4,2.5,3,3,3,41,44.4 triệu/m²
01/10/2021,"Đường Nguyễn Hồng Đào, Phường 12, Tân Bình, Hồ Chí Minh",4,4,4,4,4,56,166.1 triệu/m²
09/10/2021,"Phố Bạch Mai, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",5,10,4,,,69,376.8 triệu/m²
09/10/2021,"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội",5,10,3,3,,115,104.3 triệu/m²
09/10/2021,"Dự án Pháp Vân Tứ Hiệp, Hoàng Mai, Hà Nội",13,10,4,6,6,286,96.2 triệu/m²
04/10/2021,"Dự án Khu đô thị Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",7,20,5,8,8,140,157.1 triệu/m²
09/10/2021,"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",3.5,2,6,4,6,30,110 triệu/m²
05/10/2021,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",,,4,4,3,55,110.9 triệu/m²
09/10/2021,"Ngõ 583, Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",9.6,20,4,4,4,179,139.7 triệu/m²
03/10/2021,"Dự án 13B Conic Phong Phú, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",,,3,5,4,126,67.5 triệu/m²
04/10/2021,"Dự án KDC Bình Hưng, Đường Quốc Lộ 50, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",8.5,16,3,4,4,123.5,89.1 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",4.5,8,6,5,7,66,154.5 triệu/m²
04/10/2021,"Dự án Làng Việt Kiều Châu Âu Euroland, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",5,25,5,5,5,133,150.4 triệu/m²
04/10/2021,"Dự án Làng Việt Kiều Châu Âu Euroland, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",5,25,4,4,5,77,141.6 triệu/m²
09/10/2021,"Phố Thi Sách, Phường  Hòa Thuận Đông, Hải Châu, Đà Nẵng",6,7.5,3,4,3,91,79.1 triệu/m²
04/10/2021,"Dự án Làng Việt Kiều Châu Âu Euroland, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",16,25,4,8,6,255,102 triệu/m²
09/10/2021,"Đường Giải Phóng, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",3.7,,5,3,3,30,115 triệu/m²
09/10/2021,"Đường Hồ Tai Trâu, Phường Ngọc Lâm, Long Biên, Hà Nội",5.1,6,5,4,5,71,135.2 triệu/m²
09/10/2021,"Đường Nguyễn Lương Bằng, Đống Đa, Hà Nội",35,5,4,4,4,42,214.3 triệu/m²
09/10/2021,"Đường Nguyễn Văn Thoại, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",6.5,7.5,2,3,3,98,96.9 triệu/m²
09/10/2021,"Dự án Kim Chung Di Trạch, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",5,33,5,5,5,100,8.3 tỷ
02/10/2021,"Dự án Làng Việt Kiều Châu Âu Euroland, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",5,25,4,4,5,79,143 triệu/m²
02/10/2021,"Dự án Làng Việt Kiều Châu Âu Euroland, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",12,25,3,5,5,155,124.5 triệu/m²
02/10/2021,"Dự án Làng Việt Kiều Châu Âu Euroland, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",15,25,3,5,5,200,125 triệu/m²
09/10/2021,"Dự án Kim Chung Di Trạch, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",5,30,5,5,5,88.13,7.4 tỷ
09/10/2021,"Đường Đặng Văn Ngữ, Phường Nam Đồng, Đống Đa, Hà Nội",7,5,4,4,,70,150 triệu/m²
09/10/2021,"Đường Hoàng Văn Thái, Phường Khương Đình, Thanh Xuân, Hà Nội",,,5,3,4,38,171.1 triệu/m²
04/10/2021,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",3.8,4,5,6,6,50,102 triệu/m²
09/10/2021,"Phường Thổ Quan, Đống Đa, Hà Nội",4.8,3,5,3,3,45,111.1 triệu/m²
09/10/2021,"Nam Từ Liêm, Hà Nội",7,30,4,2,2,40,101.2 triệu/m²
09/10/2021,"Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",35,4,4,4,4,36,91.7 triệu/m²
09/10/2021,"Quận 9, Hồ Chí Minh",,,3,6,8,416,64.9 triệu/m²
09/10/2021,"Dự án The Manor Central Park, Hoàng Mai, Hà Nội",5,,5,5,5,75,253.3 triệu/m²
09/10/2021,"Đường Thành Công, Ba Đình, Hà Nội",4.2,3,5,6,4,46,137 triệu/m²
09/10/2021,"Dự án The Manor Central Park, Hoàng Mai, Hà Nội",5,,5,5,5,75,253.3 triệu/m²
09/10/2021,"Đường Thành Công, Ba Đình, Hà Nội",4.2,3,5,6,4,46,137 triệu/m²
09/10/2021,"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",3.5,4,4,5,3,39,63.6 triệu/m²
09/10/2021,"Đường Hoàng Hoa Thám, Phường 10, Đà Lạt, Lâm Đồng",29,5,4,7,8,290,53.4 triệu/m²
09/10/2021,"Đường Trung Yên, Phường Trung Hòa, Cầu Giấy, Hà Nội",5.5,12,7,,,100,235 triệu/m²
09/10/2021,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",,,4,4,3,60,94.7 triệu/m²
01/10/2021,"Dự án An Khang Villa, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",,17,4,5,4,250,88 triệu/m²
01/10/2021,"Dự án Vườn Cam Vinapol, Xã Vân Canh, Hoài Đức, Hà Nội",,,4,5,5,303,24.2 tỷ
02/10/2021,"Dự án Vinhomes Grand Park quận 9, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",13,24,5,5,4,84,190.5 triệu/m²
09/10/2021,"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",,3,4,4,3,40,81.2 triệu/m²
09/10/2021,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",6,,5,4,4,52,82.7 triệu/m²
09/10/2021,"Dự án Lakeview City, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",5,20,5,5,5,100,200 triệu/m²
09/10/2021,"Dự án Lakeview City, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",5,20,5,5,5,100,200 triệu/m²
09/10/2021,"Đường Nguyễn Lương Bằng, Phường Quang Trung, Đống Đa, Hà Nội",3.5,,5,6,,40,230 triệu/m²
01/10/2021,"Đường Phạm Hùng, Phường Lê Bình, Cái Răng, Cần Thơ",4.5,3.5,,2,2,88.8,20 triệu/m²
09/10/2021,"Đường Nguyễn Thị Định, Cầu Giấy, Hà Nội",35,10,5,4,,50,440 triệu/m²
09/10/2021,"Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4.2,6,5,5,5,55,116.4 triệu/m²
03/10/2021,"Đường Cam Lộ 2, Phường Hùng Vương, Hồng Bàng, Hải Phòng",5.2,3.5,2,2,2,52,32.7 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",4,5,5,6,5,74,98.6 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",8,4,7,31,35,134,119.4 triệu/m²
09/10/2021,"Đường Chiến Thắng, Hà Đông, Hà Nội",4,4,5,5,,50,108 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4.1,6,4,8,8,99,136.4 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",12,4,8,35,35,134,119.4 triệu/m²
09/10/2021,"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",4,2,5,11,8,56,96.2 triệu/m²
01/10/2021,"346, Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",,,4,4,,90,181.1 triệu/m²
09/10/2021,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",4,4,3,3,,36,104.2 triệu/m²
09/10/2021,"Đường Phú Xá, Phường Phú Thượng, Tây Hồ, Hà Nội",5,4,5,4,4,67,101.5 triệu/m²
09/10/2021,"Phố Kim Mã, Phường Ngọc Khánh, Ba Đình, Hà Nội",10,3,8,15,30,110,240.9 triệu/m²
09/10/2021,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4,12,7,7,6,65,238.5 triệu/m²
09/10/2021,Thanh Xuân - Hà Nội,4,3,5,3,4,38,88.2 triệu/m²
09/10/2021,"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội",8,4,4,4,3,50,139 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",5,14,5,6,7,75,202.7 triệu/m²
01/10/2021,"Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,,3,4,5,84,148.8 triệu/m²
09/10/2021,"Đường Hà Trì, Phường Hà Cầu, Hà Đông, Hà Nội",4,,3,3,1,41,60.5 triệu/m²
09/10/2021,"Đường Trường Chinh, Phường 13, Tân Bình, Hồ Chí Minh",4.5,10,3,3,3,94,159.6 triệu/m²
09/10/2021,"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội",3.8,6,4,3,3,43,160.5 triệu/m²
09/10/2021,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",4.5,25,6,5,,55,190.9 triệu/m²
09/10/2021,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",5,5,5,7,6,95,102.1 triệu/m²
09/10/2021,"Phố Trần Quốc Hoàn, Cầu Giấy, Hà Nội",54,10,4,3,5,56,183.9 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Yên Hòa, Cầu Giấy, Hà Nội",4.5,10,5,2,5,60,170 triệu/m²
06/10/2021,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",,6,2,2,2,32,96.9 triệu/m²
09/10/2021,"Đường Phạm Thận Duật, Phường Mai Dịch, Cầu Giấy, Hà Nội",4,10,7,7,7,60,213.3 triệu/m²
09/10/2021,"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",4,12,6,7,7,60,213.3 triệu/m²
09/10/2021,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",4,4,6,9,,50,118 triệu/m²
09/10/2021,"Dự án Vinhomes Riverside, Đường Nguyệt Quế, Phường Việt Hưng, Long Biên, Hà Nội",8,10,3,4,4,152,92.1 triệu/m²
09/10/2021,"Đường Phú Nông, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",7.5,3.5,3,3,3,75.7,46.2 triệu/m²
09/10/2021,"Đường Âu Cơ, Phường 10, Tân Bình, Hồ Chí Minh",,,1,2,2,28,135.7 triệu/m²
01/10/2021,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",7,10,3,4,5,60,111.7 triệu/m²
01/10/2021,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",,3,3,4,5,41,141.5 triệu/m²
09/10/2021,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",5,3,3,4,5,41,141.5 triệu/m²
09/10/2021,"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội",6.4,,4,5,3,55,153.6 triệu/m²
09/10/2021,"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",3.4,4,4,4,,44,180.7 triệu/m²
09/10/2021,"Dự án Thu Duc Garden Homes, Đường Số 3, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,8,4,4,5,75,92 triệu/m²
09/10/2021,"Đường Hiệp Bình, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",7,7,3,4,5,60,118.3 triệu/m²
09/10/2021,"Phố Trấn Vũ, Phường Trúc Bạch, Ba Đình, Hà Nội",6,15,5,4,4,60,300 triệu/m²
09/10/2021,"53, Đường Yên Lãng, Phường Trung Liệt, Đống Đa, Hà Nội",5.5,20,6,5,5,65,323.1 triệu/m²
09/10/2021,"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",4.8,5,5,4,,48,129.2 triệu/m²
04/10/2021,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",5,6,6,8,,75,326.7 triệu/m²
04/10/2021,"Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",3.3,4.5,4,4,,57,138.6 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",,,4,5,4,74,105.4 triệu/m²
09/10/2021,"Đường Trần Quang Diệu, Phường Trung Liệt, Đống Đa, Hà Nội",4.5,5,8,8,,48,266.7 triệu/m²
09/10/2021,"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",4.5,2,4,5,4,45,106.7 triệu/m²
09/10/2021,"193, Đường Phan Anh, Tân Phú, Hồ Chí Minh",4.1,,,,2,129,120.2 triệu/m²
09/10/2021,"Đường An Dương Vương, Phường Yên Phụ, Tây Hồ, Hà Nội",5,5,5,7,6,55,101.8 triệu/m²
09/10/2021,"Phố Kim Mã Thượng, Phường Cống Vị, Ba Đình, Hà Nội",3.76,2,6,4,6,55,100 triệu/m²
09/10/2021,"Đường Tân Trụ, Phường 15, Tân Bình, Hồ Chí Minh",,4,5,4,,47,123.4 triệu/m²
09/10/2021,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",4,5,4,4,4,48,64.6 triệu/m²
09/10/2021,"Đường Giáp Nhị, Phường Giáp Bát, Hoàng Mai, Hà Nội",,3,5,3,4,30,95 triệu/m²
09/10/2021,"Đường Dân Trí, Phường 6, Tân Bình, Hồ Chí Minh",4,8,5,7,8,86,147.7 triệu/m²
01/10/2021,"Đường Trích Sài, Phường Bưởi, Tây Hồ, Hà Nội",,3,5,3,4,35,112.9 triệu/m²
01/10/2021,"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",,2.5,4,4,2,34,94.1 triệu/m²
01/10/2021,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",,3,3,2,3,28,87.5 triệu/m²
09/10/2021,"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội",6,3,5,3,3,35,120 triệu/m²
09/10/2021,"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội",6,3,5,3,3,35,120 triệu/m²
09/10/2021,"Đống Đa, Hà Nội",4,40,3,3,4,40,95 triệu/m²
09/10/2021,"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",4.5,3,5,5,5,70,85.7 triệu/m²
09/10/2021,"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",11,4,1,2,1,55,50 triệu/m²
09/10/2021,"Đường Đặng Như Mai, Xã Hưng Lộc, Vinh, Nghệ An",5,8,2,3,2,105,33.3 triệu/m²
09/10/2021,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",9,4,8,24,24,210,114.3 triệu/m²
09/10/2021,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",3.8,16,1,3,2,33,166.7 triệu/m²
09/10/2021,"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",4.5,4,5,8,5,55,65.5 triệu/m²
09/10/2021,"Đường Quốc lộ 80, Xã Thuận Yên, Hà Tiên, Kiên Giang",5,2,1,1,1,99,4.9 triệu/m²
18/09/2021,"Đường Số 9, Phường Dĩ An, Dĩ An, Bình Dương",,,3,5,,226,84.1 triệu/m²
21/08/2021,"318/70 Tổ 11, Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",,,4,3,3,35.5,76.1 triệu/m²
09/10/2021,"Phường Nhân Chính, Thanh Xuân, Hà Nội",5.5,7,9,5,7,69,260.9 triệu/m²
09/10/2021,"Hẻm 1283, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",,2.5,2,2,1,24,72.5 triệu/m²
09/10/2021,"Hẻm 766, Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",4.2,6,1,,,49.14,125.2 triệu/m²
01/10/2021,"Đường Trích Sài, Phường Thụy Khuê, Tây Hồ, Hà Nội",,4,5,4,5,35,112.9 triệu/m²
09/10/2021,"Dự án La Casta Văn Phú, Quận Hà Đông, Hà Nội",,,4,,,88,108 triệu/m²
09/10/2021,"Dự án Splendora An Khánh, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",15,10,3,3,3,270,92.6 triệu/m²
09/10/2021,Tân Bình,4,6,4,4,5,75,184 triệu/m²
09/10/2021,"Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",4,5,5,4,,55,138.2 triệu/m²
09/10/2021,"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",4,2.5,5,4,3,35,65.7 triệu/m²
09/10/2021,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",3.5,2.5,2,2,2,35,85.7 triệu/m²
09/10/2021,"2/1 Phố 24, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",6.5,,2,3,2,61,93.4 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4.5,5,4,4,,50,198 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4.5,5,4,4,,50,198 triệu/m²
09/10/2021,"Phố Nghĩa Tân, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",10,8,1,2,,130,58.5 triệu/m²
02/10/2021,"Phường Mai Dịch, Cầu Giấy, Hà Nội",3.5,4,4,3,3,45,128.9 triệu/m²
09/10/2021,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",5.2,2,4,4,3,50,62 triệu/m²
09/10/2021,"Đường Nguyễn Trãi, Quận Thanh Xuân, Hà Nội",4.2,10,5,3,4,40,142.5 triệu/m²
09/10/2021,"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",,,4,3,3,31,95.2 triệu/m²
09/10/2021,"Đường Số 30, Phường 6, Gò Vấp, Hồ Chí Minh",,10,5,5,5,78,105.1 triệu/m²
30/09/2021,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",4,,5,5,4,45,122.2 triệu/m²
09/10/2021,"Đường 6, Phường Yên Nghĩa, Hà Đông, Hà Nội",3.5,2,4,4,5,33,51.5 triệu/m²
09/10/2021,"Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",4.2,4,4,3,4,50,188 triệu/m²
09/10/2021,"Đường Lê Quang Đạo, Nam Từ Liêm, Hà Nội",45,3,5,4,4,39,105.1 triệu/m²
01/10/2021,"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",5,5,3,4,3,50,110 triệu/m²
01/10/2021,"Đường Hoàng Hoa Thám, Phường 5, Phú Nhuận, Hồ Chí Minh",6.5,7,3,4,4,42,154.8 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",4.5,5,4,4,,82,148.8 triệu/m²
09/10/2021,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,30,,3,1,210,69 triệu/m²
09/10/2021,"Đường Hồ Mễ Trì, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",5,12,6,8,6,70,242.9 triệu/m²
09/10/2021,"Đường Trần Văn Mười, Xã Xuân Thới Đông, Hóc Môn, Hồ Chí Minh",5,8,4,5,4,90,65.3 triệu/m²
09/10/2021,"Dự án Vinhomes Green Bay Mễ Trì, Đường Thạch Thảo 2, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",12,30,4,6,6,93.5,267.4 triệu/m²
09/10/2021,"Đường Lý Thái Tổ, Xã Phú Hữu, Nhơn Trạch, Đồng Nai",5.2,2,,2,1,101.6,25.1 triệu/m²
